Term,Definition,URL
Acceleration Clause: Explanation and Examples,"An acceleration clause or covenant is a contract provision that allows a lender to require a borrower to repay all of an outstanding loan if specific requirements are not met./nThe acceleration clause clearly outlines the reasons that the lender can demand loan repayment and the repayment required, such as maintaining a certain credit rating./nAn acceleration clause helps to protect lenders who extend financing to businesses in need of capital.",https://www.investopedia.com/terms/a/acceleration-clause.asp
Acceptable Quality Level (AQL): Definition and How It Works,"The acceptable quality level (AQL) is the worst quality level that is tolerable for a product./nThe AQL differs from product to product. Products that might cause more of a health risk will have a lower AQL./nBatches of products that do not meet the AQL, typically based on a percentage measurement, are rejected when tested during pre-shipment inspections.",https://www.investopedia.com/terms/a/acceptable-quality-level-aql.asp
Accidental Death and Dismemberment (AD&D) Insurance,"Accidental death and dismemberment (AD&D) insurance is usually added as a rider to a life insurance policy./nAD&D insurance pays benefits in the case of a person’s accidental death or dismemberment: the loss—or loss of use—of body parts or functions./nAD&D insurance usually comes with significant coverage limitations, so always read the fine print./nAD&D does not pay if the insured died due to natural causes, such as cancer or heart disease./nKnown as double indemnity, AD&D may pay a benefit equal to or a multiple of (usually 2x) the regular policy's face amount.",https://www.investopedia.com/terms/a/accidental-death-dismemberment-insurance.asp
What Is an Account Balance?,"An account balance represents the current value of a financial account, such as a checking, savings, or investment account./nFinancial institutions provide account balances on paper statements and online./nFor investments in brokerage accounts, an account balance can change daily as security prices rise and fall in the market.",https://www.investopedia.com/terms/a/accountbalance.asp
"Accidental Death Benefit: What It Is, Examples of What It Covers","An accidental death benefit is paid to the beneficiary of an accidental death insurance policy./nAccidental death benefit riders often end at a specific age, which is set by theinsurancecompany./nInsurance companies often have strict perimeters of what constitutes an accidental death./nAccidental death benefits are optionalriders, so they aren’t included in standard life insurance policies./nCertain jobs and workers in dangerous environments should consider an accidental death benefit rider.",https://www.investopedia.com/terms/a/accidental-death-benefit.asp
What Is a Bank Account Number?,"A bank account number is a unique identifier of the owner of a bank account and permits access to it./nIn online banking, account numbers are vulnerable to fraud./nMulti-factor identification and other security measures work to protect bank account numbers, along with passwords./nYou can find your bank account number on the bottom of a paper check, just after the routing number.",https://www.investopedia.com/terms/a/account-number.asp
"Account in Trust: Definition, Types, Benefits, How To Set One Up","Trust accounts are managed by a trustee on behalf of a third party./nParents often open trust accounts for minor children./nAn account in trust can include cash, stocks, bonds, and other types of assets./nTotten or Payable on Death (POD) trust accounts allow beneficiaries to claim the account's assets upon the death of the account holder./nAccount in Trust accounts generally avoid probate, making it easier and faster for the account to be settled.",https://www.investopedia.com/terms/a/account-in-trust.asp
"Account Statement: Definition, Uses, and Examples","An account statement is a periodic statement summarizing account activity over a set period of time./nAccount statements can be thought of as a summary of the account and include statements of services provided, fees charged, and money owed./nAccount statements should be scrutinized for accuracy, and historical statements are critical for budgeting./nAccount statements may often be received electronically, as distributors may charge fees for paper copies./nAccount statements usually contain a unique identifier, starting information, ending information, and transactions.",https://www.investopedia.com/terms/a/account-statement.asp
"Accountability: Definition, Types, Benefits, and Example","Accountability is the acceptance of responsibility for one's own actions and implies a willingness to be transparent./nFinancial accountability in the U.S. includes a requirement that public corporations make accurate financial records available to all stakeholders./nThere are various ways to be accountable in the workplace, including setting deadlines, delegating tasks, defining ownership, and rewarding success./nAccountability may help invoke confidence from external investors, loyalty from employees, and better company returns./nThere is an increased focus on other elements of corporate accountability such as ethical conduct, environmental impact, a commitment to diversity, and fair treatment of employees.",https://www.investopedia.com/terms/a/accountability.asp
Accountant Responsibility: Overview and Examples,"Accountant responsibility is the ethical responsibility an accountant has to those who rely on their work./nAn accountant's responsibility may vary depending on the industry and type of accounting, auditing, or tax preparation being performed./nAll accountants must perform their duties following all applicable principles, standards, and laws.",https://www.investopedia.com/terms/a/accountant-responsibility.asp
